segment_id,segment confidence,segment utterance count,best_sum_method,best_sum_score,no_summary,direct_summary,recursive_summary,aspect_summary,memory_summary
15975_8,0.9,9,prior_summary,0.9473684210526316,0.7272727272727273,0.7272727272727273,0.9473684210526316,0.850828729281768,0.6666666666666667
15975_9,1.0,10,prior_summary,0.7511664074650077,0.5672333848531685,0.7511664074650077,0.7511664074650077,0.7511664074650077,0.6889580093312597
15975_10,0.8,7,no_summary,0.7569444444444444,0.7569444444444444,0.7133105802047781,0.6104347826086958,0.7098445595854922,0.607017543859649
15975_11,0.6,6,direct_summary,0.6992481203007519,0.5658914728682171,0.6992481203007519,0.5725190839694656,0.5492957746478873,0.5616438356164384
15975_12,0.6499999999999999,18,prior_summary,0.8592178770949721,0.7955126384549844,0.7917871602082128,0.8592178770949721,0.8572642310960068,0.7947548460661346
15975_13,0.75,5,aspect_summary,0.6825396825396826,0.3181818181818181,0.3548387096774194,0.23664122137404586,0.6825396825396826,0.5471698113207547
15975_14,0.8,8,direct_summary,0.9146666666666666,0.417004048582996,0.9146666666666666,0.8222222222222222,0.9146666666666666,0.8192090395480226
15975_15,0.8500000000000001,10,aspect_summary,0.6503496503496504,0.5796847635726795,0.5770925110132159,0.5176571920757967,0.6503496503496504,0.5013357079252003
15975_16,0.9,14,aspect_summary,0.7109677419354838,0.44024337244676226,0.6177474402730376,0.5739644970414202,0.7109677419354838,0.6169303120991876
15975_17,0.95,12,memory_summary,0.6544,0.3780487804878049,0.5400696864111498,0.6101083032490975,0.5023923444976077,0.6544
15975_18,0.95,7,prior_summary,0.7606837606837608,0.6626506024096386,0.75736568457539,0.7606837606837608,0.6614853195164077,0.7093425605536332
15975_19,0.9,16,aspect_summary,1.0,0.7297297297297297,0.9433628318584071,0.7319932998324958,1.0,0.7653528872593951
15975_20,0.8500000000000001,18,direct_summary,0.7811550151975684,0.7114228456913827,0.7811550151975684,0.6466257668711656,0.6603773584905661,0.7141439205955336
15975_21,0.7,4,memory_summary,0.6363636363636364,0.3263157894736842,0.3191489361702128,0.48108108108108105,0.5375722543352601,0.6363636363636364
15975_22,0.8,11,memory_summary,0.8564437194127243,0.6339434276206324,0.7095709570957096,0.6451612903225806,0.5831180017226529,0.8564437194127243
24367_0,0.9,6,memory_summary,0.7681159420289855,0.491764705882353,0.6056338028169015,0.3802816901408451,0.6611764705882354,0.7681159420289855
24367_1,0.7,9,aspect_summary,0.8829902491874323,0.7626373626373626,0.7641921397379913,0.8434782608695652,0.8829902491874323,0.6133190118152524
24367_2,0.8,9,aspect_summary,0.7731092436974789,0.6120689655172413,0.6564156945917285,0.5452631578947369,0.7731092436974789,0.7251908396946565
24367_3,0.9,9,no_summary,0.595050618672666,0.595050618672666,0.38788522848034,0.4694736842105264,0.3447927199191102,0.48852459016393435
24367_4,0.9,7,memory_summary,0.7718940936863543,0.5684007707129094,0.45945945945945943,0.5437881873727087,0.7142857142857143,0.7718940936863543
24367_5,0.9,11,memory_summary,0.8705882352941177,0.8072992700729927,0.6757553426676493,0.7743589743589744,0.740029542097489,0.8705882352941177
24367_6,0.8,8,aspect_summary,0.8628571428571429,0.8592375366568915,0.8144927536231884,0.8181818181818181,0.8628571428571429,0.8171428571428572
24367_7,0.75,7,aspect_summary,0.8415094339622642,0.7449908925318762,0.5717017208413002,0.8412098298676749,0.8415094339622642,0.7833655705996132
24367_8,0.85,8,direct_summary,0.7426273458445041,0.6618229854689563,0.7426273458445041,0.6618229854689563,0.7009345794392523,0.5778364116094987
24367_9,1.0,6,prior_summary,0.8356164383561644,0.8356164383561644,0.6799999999999999,0.8356164383561644,0.6799999999999999,0.6799999999999999
24367_10,0.95,5,prior_summary,0.6610169491525424,0.38983050847457623,0.3835616438356164,0.6610169491525424,0.32659932659932656,0.5394736842105263
24367_11,0.8500000000000001,8,aspect_summary,0.7681159420289855,0.6809116809116809,0.7257142857142858,0.7241379310344828,0.7681159420289855,0.5920679886685553
24367_12,0.7,10,prior_summary,0.6992481203007519,0.5037220843672456,0.6674979218620116,0.6992481203007519,0.6336386344712739,0.5341098169717138
24367_13,0.7,5,prior_summary,0.8666666666666667,0.5364238410596027,0.7333333333333334,0.8666666666666667,0.7333333333333334,0.5973154362416108
24367_14,0.7,7,prior_summary,0.8062283737024222,0.6183986371379898,0.8062283737024222,0.8062283737024222,0.7535211267605634,0.7594501718213058
24367_15,0.7,5,memory_summary,1.0,0.7222222222222223,0.829059829059829,0.8245614035087719,0.9099099099099099,1.0
24367_16,0.75,10,aspect_summary,0.7188755020080322,0.5480225988700564,0.5411089866156787,0.429198682766191,0.7188755020080322,0.5863495346432264
24367_17,0.85,12,memory_summary,0.8203368683718029,0.5302752293577981,0.6699999999999999,0.736424649176327,0.4772581678411274,0.8203368683718029
24367_18,0.9,10,prior_summary,0.7475202885482417,0.45004582951420713,0.634703196347032,0.7475202885482417,0.7475202885482417,0.7475202885482417
24367_19,0.9,9,prior_summary,0.8367346938775511,0.7551020408163265,0.8032786885245902,0.8367346938775511,0.8032786885245902,0.8083067092651757
24367_20,1.0,5,prior_summary,0.927797833935018,0.6376811594202898,0.927797833935018,0.927797833935018,0.927797833935018,0.7833935018050542
2228_0,0.8,13,memory_summary,0.7336065573770492,0.5924764890282131,0.680327868852459,0.7033195020746887,0.7125628140703517,0.7336065573770492
2228_1,0.8,24,prior_summary,0.8291814946619217,0.6785714285714286,0.7494290375203916,0.8291814946619217,0.7933090427293805,0.811949069539667
2228_2,1.0,22,direct_summary,0.6340594059405941,0.4836098745447187,0.6340594059405941,0.5329795299469295,0.5542949756888168,0.6140350877192983
2228_3,1.0,15,aspect_summary,0.7598078462770216,0.6087456846950519,0.6921862667719021,0.6064814814814815,0.7598078462770216,0.7185301016419077
2228_4,0.9,30,prior_summary,0.7253012048192771,0.6571836686108796,0.6297614809540761,0.7253012048192771,0.6803100024218939,0.7245045915901402
2228_5,0.8,15,aspect_summary,0.7300613496932515,0.6608800968914008,0.5650422875553766,0.7001153402537486,0.7300613496932515,0.7245409015025042
2228_6,0.8,15,memory_summary,0.8933807196801422,0.6083231334149327,0.7051597051597052,0.7519636213311285,0.8183391003460208,0.8933807196801422
2228_7,0.7,4,direct_summary,1.0,0.6363636363636364,1.0,0.6190476190476191,1.0,0.9
2228_8,0.8,20,memory_summary,0.8671831765356945,0.7496740547588006,0.8322851153039832,0.8051420838971584,0.8504672897196262,0.8671831765356945
2228_9,1.0,11,direct_summary,0.6579505300353357,0.5178082191780823,0.6579505300353357,0.4747191011235954,0.5432525951557092,0.42463867859600823
2228_10,1.0,25,prior_summary,0.825645902678713,0.7043721798661895,0.6488549618320612,0.825645902678713,0.7352024922118381,0.5856124647770595
